"","Dolphin.ID","Birth.Date","Death.Date","Sex","total.num.sightings","gap","time","event","trunc.time","first.sight.date","last.sight.date"
"237",237,2017-11-01,NA,"Unknown",2,0.027378507871321,2.16563997262149,0,0,2018-06-17,2018-06-27
"238",238,2017-11-01,NA,"Unknown",2,0.908966461327858,2.16563997262149,0,0,2018-07-11,2019-06-08
"239",239,2017-11-01,NA,"Unknown",1,NA,2.16563997262149,0,0,2019-07-02,2019-07-02
"240",240,1984-11-01,1987-01-03,"Unknown",0,NA,2.17111567419576,1,0.167008898015058,NA,NA
"241",241,1986-11-01,1989-01-13,"Female",37,0.68993839835729,2.20123203285421,1,0,1987-05-06,1988-09-30
"242",242,2004-11-01,2007-01-15,"Unknown",1,NA,2.20396988364134,1,0,2005-08-11,2005-08-11
"243",243,2017-10-14,NA,"Unknown",0,NA,2.21492128678987,0,0,NA,NA
"244",244,2003-11-01,2006-01-30,"Unknown",2,0.0054757015742642,2.24777549623546,1,0,2005-08-11,2005-08-13
"245",245,1995-11-01,1998-02-14,"Unknown",4,0.531143052703628,2.28884325804244,1,0,1996-07-20,1997-03-30
"246",246,2010-10-15,2013-02-05,"Unknown",14,0.49555099247091,2.31074606433949,1,0,2011-09-16,2012-10-27
"247",247,2009-10-01,2012-01-25,"Unknown",4,0.780287474332649,2.31622176591376,1,0,2010-08-05,2011-09-12
"248",248,1994-11-01,1997-03-02,"Unknown",3,0.216290212183436,2.33264887063655,1,0,1996-06-28,1996-10-06
"249",249,1986-11-01,1989-03-25,"Unknown",10,1.09514031485284,2.39561943874059,1,0,1987-09-14,1988-12-22
"250",250,1997-11-01,2000-03-25,"Unknown",5,1.58247775496235,2.39561943874059,1,0,1997-12-10,1999-08-31
"251",251,2002-12-01,2005-05-01,"Unknown",13,0.514715947980835,2.41478439425051,1,0,2003-03-07,2004-12-07
"252",252,1990-11-01,1993-04-08,"Unknown",2,0.0246406570841889,2.43394934976044,1,0,1992-10-21,1992-10-30
"253",253,2000-11-01,2003-05-01,"Unknown",1,NA,2.49418206707734,1,0,2002-08-19,2002-08-19
"254",254,2004-11-01,2007-05-01,"Unknown",2,0.0410677618069815,2.49418206707734,1,0,2006-07-18,2006-08-02
"255",255,1992-11-01,1995-05-01,"Unknown",3,1.36618754277892,2.49418206707734,1,0,1993-01-29,1994-08-03
"256",256,2004-11-01,2007-05-01,"Unknown",3,0.848733744010951,2.49418206707734,1,0,2005-07-09,2006-07-20
"257",257,1984-11-01,1987-05-01,"Unknown",0,NA,2.49418206707734,1,0.167008898015058,NA,NA
"258",258,1997-11-01,2000-05-01,"Unknown",8,0.511978097193703,2.49691991786448,1,0,1998-05-16,1999-06-14
"259",259,2005-11-01,2008-05-01,"Unknown",3,0.799452429842574,2.49691991786448,1,0,2006-08-24,2007-07-17
"260",260,1995-11-01,1998-05-01,"Unknown",0,NA,2.49691991786448,1,0,NA,NA
"261",261,1992-11-01,1995-06-10,"Unknown",2,0.840520191649555,2.60369609856263,1,0,1993-07-11,1994-05-14
"262",262,1991-11-01,1994-06-19,"Unknown",4,0.739219712525667,2.63107460643395,1,0,1993-07-23,1994-05-21
"263",263,2012-11-10,2015-07-13,"Female",72,0.522929500342231,2.6694045174538,1,0,2013-05-17,2015-07-07
"264",264,1995-11-01,1998-07-27,"Unknown",7,0.65160848733744,2.73511293634497,1,0,1996-07-12,1997-08-13
"265",265,1997-11-01,2000-08-06,"Male",7,0.887063655030801,2.76249144421629,1,0,1998-07-17,1999-07-16
"266",266,1995-05-01,1998-02-06,"Unknown",7,0.136892539356605,2.77070499657769,1,0,1997-05-24,1997-10-26
"267",267,2004-12-01,2007-10-01,"Unknown",8,0.85968514715948,2.83093771389459,1,0,2005-07-02,2007-05-28
"268",268,1988-11-01,1991-09-03,"Unknown",3,1.32511978097194,2.83641341546886,1,0,1990-03-28,1991-07-28
"269",269,1989-11-01,1992-09-03,"Unknown",2,0.0985626283367557,2.83915126625599,1,0,1990-08-09,1990-09-14
"270",270,2012-11-01,2015-11-07,"Male",65,0.555783709787817,3.01437371663244,1,0,2013-05-17,2015-10-20
"271",271,1990-10-01,1993-10-21,"Female",57,0.900752908966461,3.05544147843943,1,0,1990-10-15,1993-09-21
"272",272,2016-11-01,NA,"Unknown",3,0.0848733744010951,3.16495550992471,0,0,2017-06-14,2017-07-24
"273",273,2016-10-23,NA,"Male",23,0.613278576317591,3.1895961670089,0,0,2017-05-16,2019-12-04
"274",274,1998-11-03,2002-02-01,"Male",134,0.503764544832307,3.24709103353867,1,0,1998-11-03,2001-11-10
"275",275,2002-11-26,2006-03-08,"Male",143,0.271047227926078,3.27994524298426,1,0,2002-12-03,2005-11-10
"276",276,2016-09-18,NA,"Male",44,0.635181382614648,3.28542094455852,0,0,2016-09-21,2019-11-27
"277",277,2006-01-15,2009-05-01,"Unknown",15,0.982888432580424,3.29089664613279,1,0,2006-04-15,2008-10-15
"278",278,2014-01-06,2017-05-01,"Unknown",6,0.788501026694045,3.31553730321697,1,0,2014-07-03,2016-05-20
"279",279,2013-01-01,2016-05-01,"Female",5,0.908966461327858,3.32922655715264,1,0,2013-06-15,2015-06-03
"280",280,1996-12-09,2000-05-01,"Unknown",14,0.903490759753593,3.39219712525667,1,0,1996-12-10,1999-08-29
"281",281,2003-12-01,2007-05-01,"Female",36,0.54757015742642,3.41409993155373,1,0,2004-04-23,2006-10-08
"282",282,1997-12-01,2001-05-01,"Unknown",32,0.511978097193703,3.41409993155373,1,0,1998-03-18,2000-05-09
"283",283,1996-11-15,2000-05-01,"Unknown",9,0.892539356605065,3.45790554414784,1,0,1996-12-18,1999-10-04
"284",284,2008-11-01,2012-05-01,"Unknown",7,0.618754277891855,3.49623545516769,1,0,2009-11-11,2011-07-20
"285",285,2013-11-01,2017-05-01,"Unknown",5,0.722792607802875,3.49623545516769,1,0,2015-04-27,2016-05-26
"286",286,2001-11-01,2005-05-01,"Unknown",5,0.900752908966461,3.49623545516769,1,0,2003-04-23,2004-08-27
"287",287,1996-11-01,2000-05-01,"Unknown",27,1.45106091718001,3.49623545516769,1,0,1997-01-16,1999-11-01
"288",288,2002-11-01,2006-05-01,"Unknown",6,0.960985626283368,3.49623545516769,1,0,2003-03-22,2004-12-08
"289",289,2003-11-01,2007-05-01,"Male",61,0.544832306639288,3.49623545516769,1,0,2004-04-17,2006-11-08
"290",290,2010-11-01,2014-05-01,"Male",18,0.643394934976044,3.49623545516769,1,0,2011-05-31,2013-06-21
"291",291,2011-11-01,2015-05-01,"Unknown",5,0.583162217659138,3.49623545516769,1,0,2013-07-06,2014-07-01
"292",292,2010-11-01,2014-05-01,"Unknown",7,0.714579055441478,3.49623545516769,1,0,2012-09-09,2013-11-11
"293",293,2001-11-01,2005-05-01,"Unknown",6,0.900752908966461,3.49623545516769,1,0,2002-08-18,2004-11-16
"294",294,2001-11-01,2005-05-01,"Unknown",8,0.947296372347707,3.49623545516769,1,0,2002-08-20,2004-10-10
"295",295,2002-11-01,2006-05-01,"Unknown",5,0.906228610540726,3.49623545516769,1,0,2003-10-10,2005-07-14
"296",296,2010-11-01,2014-05-01,"Unknown",2,0.369609856262834,3.49623545516769,1,0,2013-07-06,2013-11-18
"297",297,1990-12-01,1994-06-01,"Female",46,0.777549623545517,3.49897330595483,1,0,1991-04-03,1994-05-22
"298",298,2000-10-28,2004-05-01,"Unknown",15,0.933607118412047,3.50718685831622,1,0,2000-11-21,2003-10-09
"299",299,1991-10-25,1995-05-01,"Male",13,0.92539356605065,3.51540041067762,1,0,1991-11-03,1994-08-03
"300",300,1994-11-20,1998-06-15,"Male",131,0.128678986995209,3.56741957563313,1,0,1995-07-05,1998-05-30
"301",301,2008-11-15,2012-06-23,"Male",13,0.68993839835729,3.60301163586585,1,0,2009-06-08,2012-06-11
"302",302,2016-05-01,NA,"Unknown",4,1.02943189596167,3.66872005475702,0,0,2016-06-19,2018-06-27
"303",303,2016-02-15,NA,"Unknown",11,1.03764544832307,3.87679671457906,0,0,2017-05-30,2019-12-03
"304",304,2016-02-01,NA,"Unknown",9,0.936344969199179,3.91512662559891,0,0,2016-05-30,2018-09-21
"305",305,1990-04-16,1994-05-13,"Male",144,0.501026694045175,4.07392197125257,1,0,1990-04-17,1994-05-07
"306",306,2015-11-20,NA,"Male",21,1.01848049281314,4.11498973305955,0,0,2015-11-26,2019-12-02
"307",307,2015-11-01,NA,"Male",18,0.80766598220397,4.16700889801506,0,0,2016-05-13,2019-12-03
"308",308,2015-11-01,NA,"Female",26,0.944558521560575,4.16700889801506,0,0,2016-05-12,2019-10-03
"309",309,2015-11-01,NA,"Unknown",1,NA,4.16700889801506,0,0,2017-05-31,2017-05-31
"310",310,2011-02-15,2015-05-01,"Male",9,0.900752908966461,4.20533880903491,1,0,2011-09-29,2013-08-23
"311",311,2015-10-15,NA,"Male",18,0.889801505817933,4.2135523613963,0,0,2015-12-03,2019-11-23
"312",312,2011-11-24,2016-03-01,"Male",101,0.572210814510609,4.26830937713895,1,0,2011-11-28,2015-12-02
"313",313,2010-01-01,2014-05-01,"Unknown",13,0.993839835728953,4.32854209445585,1,0,2010-06-02,2013-05-25
"314",314,2014-01-01,2018-05-01,"Unknown",25,0.810403832991102,4.32854209445585,1,0,2014-06-18,2017-10-17
"315",315,2007-01-15,2011-05-20,"Female",86,0.818617385352498,4.34223134839151,1,0,2007-05-17,2010-12-15
"316",316,2015-08-24,NA,"Unknown",13,1.7056810403833,4.35592060232717,0,0,2015-09-03,2019-11-16
"317",317,2004-11-15,2009-05-01,"Unknown",6,0.407939767282683,4.45722108145106,1,0,2004-11-21,2005-10-03
"318",318,2000-11-01,2005-05-01,"Unknown",23,0.711841204654346,4.49555099247091,1,0,2001-06-22,2004-10-24
"319",319,2012-11-01,2017-05-01,"Unknown",10,0.791238877481177,4.49555099247091,1,0,2013-10-14,2016-09-30
"320",320,2008-11-01,2013-05-01,"Unknown",5,1.4839151266256,4.49555099247091,1,0,2009-06-12,2011-11-25
"321",321,1995-11-01,2000-05-01,"Unknown",5,1.42915811088296,4.49828884325804,1,0,1996-06-22,1998-01-27
"322",322,2009-09-17,2014-05-01,"Male",47,0.774811772758385,4.61875427789186,1,0,2009-10-01,2013-11-20
"323",323,2015-05-10,NA,"Unknown",18,1.56331279945243,4.64613278576318,0,0,2015-06-03,2019-09-24
"324",324,2010-09-03,2015-05-01,"Unknown",15,0.969199178644764,4.6570841889117,1,0,2010-09-21,2014-07-06
"325",325,2015-03-01,NA,"Unknown",23,1.11156741957563,4.83778234086242,0,0,2015-07-02,2019-12-03
"326",326,2014-12-01,NA,"Female",40,0.733744010951403,5.08418891170431,0,0,2015-04-18,2019-12-07
"327",327,1999-03-26,2004-05-01,"Male",22,2.03696098562628,5.1006160164271,1,0,1999-05-10,2003-10-09
"328",328,2014-11-01,NA,"Unknown",5,2.07802874743326,5.16632443531828,0,0,2015-06-10,2018-07-12
"329",329,1983-12-01,1989-02-15,"Female",56,0.788501026694045,5.21013004791239,1,1.08692676249144,1985-05-20,1988-12-12
"330",330,2014-10-01,NA,"Female",17,1.46748802190281,5.25119780971937,0,0,2014-11-18,2019-12-03
"331",331,2008-01-03,2013-05-01,"Male",20,0.92539356605065,5.32511978097194,1,0,2008-09-11,2012-10-10
"332",332,2012-12-01,2018-05-01,"Male",49,0.944558521560575,5.41273100616016,1,0,2013-05-24,2017-10-02
"333",333,2003-12-01,2009-05-01,"Unknown",23,0.906228610540726,5.4154688569473,1,0,2004-04-18,2008-07-05
"334",334,2000-11-01,2006-05-01,"Unknown",61,0.646132785763176,5.49486652977413,1,0,2001-06-14,2005-05-22
"335",335,2000-11-01,2006-05-01,"Male",29,0.832306639288159,5.49486652977413,1,0,2001-08-13,2005-07-02
"336",336,1992-11-01,1998-05-01,"Female",14,2.89664613278576,5.49486652977413,1,0,1993-04-10,1997-06-26
"337",337,1998-11-01,2004-05-01,"Unknown",11,1.86447638603696,5.49760438056126,1,0,1999-07-24,2003-08-27
"338",338,1994-11-01,2000-05-01,"Male",18,0.802190280629706,5.49760438056126,1,0,1996-07-12,1999-06-08
"339",339,1994-11-01,2000-05-01,"Unknown",7,1.01574264202601,5.49760438056126,1,0,1996-08-20,1998-12-05
"340",340,1999-11-01,2005-05-01,"Female",30,1.08692676249144,5.49760438056126,1,0,2000-06-17,2004-11-09
"341",341,2014-03-01,NA,"Unknown",20,1.03490759753593,5.83709787816564,0,0,2014-09-09,2019-10-18
"342",342,1994-05-01,2000-05-01,"Unknown",8,1.15811088295688,6.00136892539357,1,0,1996-06-28,1998-01-26
"343",343,1994-05-01,2000-05-01,"Unknown",27,0.793976728268309,6.00136892539357,1,0,1996-09-21,1999-11-02
"344",344,2013-12-01,NA,"Unknown",1,NA,6.08350444900753,0,0,2014-11-18,2014-11-18
"345",345,2013-11-01,NA,"Female",11,1.24298425735797,6.16563997262149,0,0,2014-07-18,2019-06-12
"346",346,2013-11-01,NA,"Unknown",1,NA,6.16563997262149,0,0,2014-06-20,2014-06-20
"347",347,2013-10-27,NA,"Female",13,1.85626283367556,6.17932922655715,0,0,2013-11-17,2019-09-24
"348",348,2013-10-25,NA,"Unknown",6,1.55783709787817,6.18480492813142,0,0,2013-11-11,2016-10-07
"349",349,2013-10-01,NA,"Unknown",21,0.744695414099932,6.25051334702259,0,0,2013-11-18,2019-08-04
"350",350,2013-08-01,NA,"Female",27,0.870636550308008,6.41752224503765,0,0,2013-09-02,2019-10-09
"351",351,1988-11-01,1995-05-01,"Unknown",21,0.993839835728953,6.49418206707734,1,0,1989-06-24,1994-04-19
"352",352,2001-11-01,2008-05-01,"Unknown",7,2.0807665982204,6.49691991786448,1,0,2002-07-23,2005-10-23
"353",353,2001-11-01,2008-05-01,"Male",8,1.927446954141,6.49691991786448,1,0,2002-07-22,2006-07-18
"354",354,1998-10-15,2005-05-01,"Unknown",11,2.05065023956194,6.54346338124572,1,0,1998-12-07,2003-08-18
"355",355,1996-10-07,2003-05-01,"Female",77,0.618754277891855,6.56262833675565,1,0,1996-10-08,2003-02-05
"356",356,2013-03-01,NA,"Unknown",9,1.90006844626968,6.83641341546886,0,0,2013-07-10,2018-06-27
"357",357,2013-03-01,NA,"Male",143,0.720054757015743,6.83641341546886,0,0,2013-05-17,2019-12-07
"358",358,2002-12-08,2009-11-20,"Female",150,0.845995893223819,6.95140314852841,1,0,2002-12-09,2009-08-07
"359",359,2013-01-01,NA,"Male",21,2.93497604380561,6.99794661190965,0,0,2013-05-23,2019-12-03
"360",360,2012-11-06,NA,"Female",189,0.621492128678987,7.15126625598905,0,0,2013-05-17,2019-12-07
"361",361,2012-11-01,NA,"Male",15,1.10335386721424,7.16495550992471,0,0,2013-09-02,2019-10-20
"362",362,2012-11-01,NA,"Male",9,1.73853524982888,7.16495550992471,0,0,2013-06-15,2016-06-20
"363",363,2012-11-01,NA,"Male",6,0.982888432580424,7.16495550992471,0,0,2013-07-06,2017-05-19
"364",364,2012-11-01,NA,"Male",20,1.13073237508556,7.16495550992471,0,0,2013-06-22,2018-07-24
"365",365,2012-11-01,NA,"Unknown",15,1.09514031485284,7.16495550992471,0,0,2013-09-20,2019-12-07
"366",366,2012-11-01,NA,"Female",25,1.16084873374401,7.16495550992471,0,0,2013-06-08,2019-08-02
"367",367,2012-11-01,NA,"Male",33,0.941820670773443,7.16495550992471,0,0,2013-05-24,2019-12-07
"368",368,2012-11-01,NA,"Male",6,3.86036960985626,7.16495550992471,0,0,2013-07-22,2019-06-08
"369",369,2012-10-14,NA,"Female",29,0.804928131416838,7.21423682409309,0,0,2012-10-21,2019-10-20
"370",370,2002-01-01,2009-05-01,"Unknown",11,2.03422313483915,7.32922655715264,1,0,2002-05-27,2007-08-04
"371",371,2004-11-20,2012-05-01,"Male",22,1.88364134154689,7.44421629021218,1,0,2004-11-21,2009-11-30
"372",372,1998-11-01,2006-05-01,"Male",48,0.602327173169062,7.49623545516769,1,0,1999-06-24,2005-11-24
"373",373,1986-11-01,1994-05-01,"Unknown",8,2.13826146475017,7.49623545516769,1,0,1988-09-19,1991-09-10
"374",374,1987-11-01,1995-05-01,"Male",57,0.725530458590007,7.49623545516769,1,0,1988-05-07,1994-05-06
"375",375,1997-11-01,2005-05-01,"Unknown",9,1.05954825462012,7.49623545516769,1,0,2000-09-12,2004-10-04
"376",376,1999-11-01,2007-05-01,"Unknown",3,2.16290212183436,7.49623545516769,1,0,2001-09-09,2004-09-19
"377",377,2008-10-17,2016-05-01,"Male",149,0.763860369609856,7.53730321697468,1,0,2008-10-19,2015-12-02
"378",378,2012-03-23,NA,"Female",112,0.731006160164271,7.77549623545517,0,0,2012-06-17,2019-12-03
"379",379,2012-03-01,NA,"Female",24,2.01779603011636,7.83572895277207,0,0,2012-09-05,2019-07-18
"380",380,2012-02-01,NA,"Female",19,2.0041067761807,7.91512662559891,0,0,2013-07-09,2019-07-03
"381",381,2012-01-15,NA,"Unknown",21,1.05954825462012,7.96167008898015,0,0,2012-06-24,2018-07-04
"382",382,2011-12-15,NA,"Male",24,1.04585900068446,8.04654346338125,0,0,2012-08-11,2019-12-07
"383",383,2011-12-04,NA,"Female",14,2.94592744695414,8.0766598220397,0,0,2011-12-11,2019-07-07
"384",384,2011-12-01,NA,"Female",19,1.95482546201232,8.08487337440109,0,0,2012-06-08,2019-06-21
"385",385,2011-11-26,NA,"Male",36,1.6208076659822,8.09856262833676,0,0,2011-12-10,2019-10-09
"386",386,2011-11-24,NA,"Male",43,0.884325804243669,8.10403832991102,0,0,2011-11-30,2019-12-07
"387",387,2011-11-21,NA,"Male",31,1.45379876796715,8.11225188227242,0,0,2011-11-23,2018-10-16
"388",388,2011-11-20,NA,"Female",188,0.668035592060233,8.11498973305955,0,0,2011-11-28,2019-12-07
"389",389,2011-11-20,NA,"Male",30,2.14373716632444,8.11498973305955,0,0,2011-11-24,2019-10-20
"390",390,2011-11-15,NA,"Female",31,0.862422997946612,8.12867898699521,0,0,2011-12-11,2018-09-22
"391",391,2011-11-01,NA,"Unknown",7,1.90006844626968,8.16700889801506,0,0,2012-07-07,2017-06-30
"392",392,2011-11-01,NA,"Unknown",6,1.83983572895277,8.16700889801506,0,0,2013-07-10,2016-06-19
"393",393,2011-11-01,NA,"Male",11,2.02053388090349,8.16700889801506,0,0,2012-10-29,2019-11-15
"394",394,2011-11-01,NA,"Unknown",6,1.63175906913073,8.16700889801506,0,0,2013-07-06,2015-08-17
"395",395,2011-11-01,NA,"Unknown",29,1.46748802190281,8.16700889801506,0,0,2013-07-24,2019-12-03
"396",396,2011-11-01,NA,"Female",20,1.91649555099247,8.16700889801506,0,0,2012-07-04,2019-12-07
"397",397,2011-10-26,NA,"Male",233,0.561259411362081,8.18343600273785,0,0,2011-10-27,2019-12-02
"398",398,2011-10-21,NA,"Female",40,0.843258042436687,8.19712525667351,0,0,2011-11-04,2019-07-17
"399",399,2011-10-20,NA,"Male",103,0.657084188911704,8.19986310746064,0,0,2011-10-23,2019-08-02
"400",400,2011-10-20,NA,"Unknown",31,1.74401095140315,8.19986310746064,0,0,2011-10-23,2019-12-03
"401",401,2011-10-19,NA,"Male",40,0.900752908966461,8.20260095824777,0,0,2011-10-28,2019-07-19
"402",402,1977-11-01,1986-05-01,"Unknown",24,0.0520191649555099,8.49555099247091,1,7.16769336071184,1985-05-15,1985-08-23
"403",403,2000-11-01,2009-05-01,"Unknown",8,2.41204654346338,8.49555099247091,1,0,2001-08-03,2006-07-18
"404",404,2001-11-01,2010-05-01,"Male",18,1.97399041752225,8.49555099247091,1,0,2002-06-29,2008-06-24
"405",405,1994-11-01,2003-05-01,"Male",37,1.81519507186858,8.49555099247091,1,0,1996-07-20,2001-09-08
"406",406,1998-11-01,2007-05-01,"Male",20,1.70841889117043,8.49555099247091,1,0,1999-08-22,2005-11-24
"407",407,2001-10-15,2010-05-01,"Male",28,1.13894592744695,8.54209445585216,1,0,2001-11-09,2009-07-18
"408",408,1995-08-23,2004-05-01,"Male",304,0.503764544832307,8.68993839835729,1,0,1995-09-04,2003-08-23
"409",409,2011-02-15,NA,"Female",66,0.780287474332649,8.87611225188227,0,0,2011-09-15,2019-12-03
"410",410,2010-11-17,NA,"Female",158,0.580424366872005,9.12251882272416,0,0,2010-11-18,2019-12-07
"411",411,2010-11-15,NA,"Female",16,1.68104038329911,9.12799452429843,0,0,2012-09-25,2019-12-03
"412",412,2010-11-01,NA,"Male",43,0.752908966461328,9.16632443531828,0,0,2011-07-16,2019-11-10
"413",413,2010-11-01,NA,"Female",40,1.43737166324435,9.16632443531828,0,0,2011-07-21,2019-11-10
"414",414,2010-11-01,NA,"Male",26,1.4154688569473,9.16632443531828,0,0,2012-06-27,2019-10-09
"415",415,2010-11-01,NA,"Female",8,3.71526351813826,9.16632443531828,0,0,2012-10-29,2019-06-25
"416",416,2010-10-27,NA,"Male",36,1.01026694045175,9.18001368925394,0,0,2010-11-04,2017-07-07
"417",417,2010-10-15,NA,"Female",19,1.55509924709103,9.21286789869952,0,0,2011-09-13,2016-10-04
"418",418,2007-01-15,2016-05-01,"Male",19,1.54414784394251,9.29226557152635,1,0,2007-06-14,2014-09-26
"419",419,2010-09-01,NA,"Unknown",9,1.2539356605065,9.33333333333333,0,0,2012-07-07,2014-12-27
"420",420,2010-09-01,NA,"Female",34,0.947296372347707,9.33333333333333,0,0,2011-06-29,2019-10-20
"421",421,1998-11-15,2008-05-01,"Male",331,0.654346338124572,9.45927446954141,1,0,1998-11-17,2007-08-04
"422",422,2001-11-01,2011-05-01,"Male",46,1.02943189596167,9.49486652977413,1,0,2002-05-28,2010-12-11
"423",423,2004-11-01,2014-05-01,"Unknown",16,1.12799452429843,9.49486652977413,1,0,2005-07-02,2013-10-08
"424",424,1985-11-01,1995-05-01,"Female",29,1.00205338809035,9.49486652977413,1,0,1988-05-10,1994-06-29
"425",425,1983-11-01,1993-05-01,"Male",86,0.919917864476386,9.49760438056126,1,1.16906228610541,1985-06-13,1993-01-28
"426",426,1995-11-01,2005-05-01,"Male",88,0.845995893223819,9.49760438056126,1,0,1996-09-06,2004-12-08
"427",427,2010-02-01,NA,"Female",25,1.25941136208077,9.91375770020534,0,0,2010-05-06,2019-07-18
"428",428,2010-01-23,NA,"Female",153,0.662559890485969,9.93839835728953,0,0,2010-04-06,2019-12-02
"429",429,2010-01-01,NA,"Unknown",18,2.79808350444901,9.99863107460643,0,0,2010-05-12,2019-05-28
"430",430,2009-12-15,NA,"Female",16,3.31553730321697,10.0451745379877,0,0,2010-05-20,2019-07-18
"431",431,2009-12-12,NA,"Male",304,0.574948665297741,10.0533880903491,0,0,2009-12-12,2019-12-04
"432",432,2009-12-01,NA,"Female",39,1.37713894592745,10.0835044490075,0,0,2010-04-07,2019-12-07
"433",433,2009-11-20,NA,"Male",124,0.706365503080082,10.113620807666,0,0,2009-12-10,2019-12-04
"434",434,2009-11-08,NA,"Female",84,0.898015058179329,10.1464750171116,0,0,2009-12-11,2019-10-29
"435",435,2009-11-03,NA,"Unknown",20,1.89733059548255,10.1601642710472,0,0,2009-11-04,2019-11-16
"436",436,2009-11-01,NA,"Female",47,1.56331279945243,10.1656399726215,0,0,2010-07-29,2019-09-24
"437",437,2009-11-01,NA,"Male",34,1.72484599589322,10.1656399726215,0,0,2010-07-26,2019-10-20
"438",438,2009-11-01,NA,"Unknown",18,1.11430527036277,10.1656399726215,0,0,2012-07-08,2019-07-03
"439",439,2009-11-01,NA,"Female",8,2.53524982888433,10.1656399726215,0,0,2010-09-23,2019-06-08
"440",440,2009-11-01,NA,"Unknown",13,2.88569472963723,10.1656399726215,0,0,2010-06-11,2019-11-10
"441",441,2009-11-01,NA,"Male",21,1.98494182067077,10.1656399726215,0,0,2011-06-29,2018-10-12
"442",442,2009-11-01,NA,"Male",48,1.07871321013005,10.1656399726215,0,0,2010-06-03,2019-12-03
"443",443,2009-11-01,NA,"Male",11,2.02874743326489,10.1656399726215,0,0,2010-09-16,2019-05-28
"444",444,1984-11-01,1995-02-10,"Female",390,0.772073921971253,10.2751540041068,1,0.167008898015058,1985-06-12,1994-09-18
"445",445,2000-11-01,2011-05-01,"Unknown",21,1.66735112936345,10.4941820670773,1,0,2001-08-02,2008-06-24
"446",446,1988-11-01,1999-05-01,"Female",22,0.0574948665297741,10.4941820670773,1,0,1990-03-30,1997-04-25
"447",447,1975-11-01,1986-05-01,"Unknown",6,0.0438056125941136,10.4969199178645,1,9.16906228610541,1985-05-15,1985-06-20
"448",448,2004-10-01,2015-05-01,"Unknown",13,2.6009582477755,10.5790554414784,1,0,2004-10-24,2011-12-12
"449",449,2009-01-03,NA,"Unknown",16,2.04791238877481,10.9924709103354,0,0,2009-07-08,2015-07-18
"450",450,2008-12-01,NA,"Male",109,0.887063655030801,11.0828199863107,0,0,2009-06-09,2019-08-03
"451",451,2008-11-01,NA,"Male",57,0.815879534565366,11.1649555099247,0,0,2009-06-21,2019-10-20
"452",452,2008-11-01,NA,"Unknown",9,1.60985626283368,11.1649555099247,0,0,2010-10-16,2016-05-30
"453",453,2008-11-01,NA,"Female",16,1.97399041752225,11.1649555099247,0,0,2010-04-11,2019-11-16
"454",454,2008-11-01,NA,"Male",10,1.35249828884326,11.1649555099247,0,0,2009-11-11,2016-06-19
"455",455,2008-11-01,NA,"Female",31,1.14989733059548,11.1649555099247,0,0,2009-06-21,2019-07-18
"456",456,2008-11-01,NA,"Unknown",7,2.48870636550308,11.1649555099247,0,0,2009-07-18,2017-07-22
"457",457,2008-11-01,NA,"Male",19,1.80971937029432,11.1649555099247,0,0,2009-08-03,2019-07-07
"458",458,2008-11-01,NA,"Male",21,2.09993155373032,11.1649555099247,0,0,2009-11-04,2019-11-26
"459",459,1998-03-01,2009-05-01,"Male",43,1.02943189596167,11.1676933607118,1,0,1999-08-09,2008-06-24
"460",460,1977-11-01,1989-02-15,"Male",86,0.761122518822724,11.2908966461328,1,7.16769336071184,1985-05-06,1988-11-09
"461",461,2008-09-01,NA,"Male",31,1.1088295687885,11.3319644079398,0,0,2009-06-21,2019-07-18
"462",462,2008-08-27,NA,"Female",201,0.646132785763176,11.3456536618754,0,0,2008-08-28,2019-12-07
"463",463,2000-11-01,2012-05-01,"Unknown",15,2.97330595482546,11.4962354551677,1,0,2002-08-18,2009-07-23
"464",464,1988-11-01,2000-05-01,"Unknown",5,0.65160848733744,11.4962354551677,1,0,1998-06-26,1999-11-01
"465",465,1978-11-01,1990-05-01,"Male",101,0.747433264887064,11.4962354551677,1,6.16837782340862,1985-05-06,1989-08-16
"466",466,1993-11-01,2005-05-01,"Male",57,0.92539356605065,11.4962354551677,1,0,1994-04-15,2003-08-28
"467",467,1999-11-01,2011-05-01,"Female",89,1.17453798767967,11.4962354551677,1,0,2000-05-09,2010-06-02
"468",468,2008-01-15,NA,"Female",27,2.97056810403833,11.9616700889802,0,0,2008-08-18,2019-10-09
"469",469,2008-01-01,NA,"Female",27,0.985626283367556,12,0,0,2014-06-18,2019-07-16
"470",470,2008-01-01,NA,"Unknown",28,4.81587953456537,12,0,0,2008-07-16,2019-06-21
"471",471,2007-12-01,NA,"Female",37,2.25325119780972,12.0848733744011,0,0,2008-07-02,2017-10-21
"472",472,2007-12-01,NA,"Male",51,0.763860369609856,12.0848733744011,0,0,2010-06-03,2019-12-07
"473",473,2007-11-13,NA,"Female",341,0.65160848733744,12.1341546885695,0,0,2008-06-03,2019-12-07
"474",474,2007-11-01,NA,"Female",30,1.93292265571526,12.1670088980151,0,0,2010-07-29,2019-08-04
"475",475,2007-11-01,NA,"Female",18,1.96303901437372,12.1670088980151,0,0,2008-06-20,2019-06-12
"476",476,2007-11-01,NA,"Male",32,2.23682409308693,12.1670088980151,0,0,2008-08-06,2019-10-09
"477",477,2007-11-01,NA,"Female",24,0.939082819986311,12.1670088980151,0,0,2015-05-14,2019-07-02
